SEASON,YEAR,WEEK,AGE 0-4,AGE 5-24,AGE 25-49,AGE 25-64,AGE 50-64,AGE 65,ILITOTAL,TOTAL PATIENTS,NUMBER OF PROVIDERS,%UNWEIGHTED ILI,% WEIGHTED ILI
2010-11,2010,45,3927,4679,1956,,,511,11807,769982,1940,0.0153341,0.0151838
2010-11,2010,46,4416,5322,2327,,,497,13336,787038,1921,0.0169445,0.0161617
2010-11,2010,47,4598,4145,2043,,,550,12079,606527,1938,0.019915,0.0184378
2010-11,2010,48,5045,4978,2440,,,619,13997,772016,1964,0.0181305,0.0172535
2010-11,2010,49,5060,5867,2511,,,627,14958,742606,1936,0.0201426,0.0187923
2010-11,2010,50,6300,7194,2847,,,650,18022,704923,1916,0.0255659,0.023371
2010-11,2010,51,7295,7071,3433,,,838,19899,588406,1840,0.0338185,0.0303533
2010-11,2010,52,7478,5764,4455,,,1068,20346,592880,1887,0.0343172,0.03136
2010-11,2011,1,6584,6342,4455,,,1059,20026,744043,1923,0.0269151,0.0253336
2010-11,2011,2,6238,7773,4220,,,953,20721,711908,1921,0.0291063,0.0291288
2010-11,2011,3,7247,11243,5095,,,938,26257,751850,1964,0.0349232,0.0344497
2010-11,2011,4,8007,15291,5952,,,931,31975,798637,1947,0.040037,0.0416185
2010-11,2011,5,8195,16366,6536,,,1197,34284,772974,1970,0.0443534,0.0455159
2010-11,2011,6,8036,16516,6812,,,1096,34456,812230,1961,0.0424215,0.0446504
2010-11,2011,7,8172,17493,7257,,,1293,36567,831600,1910,0.0439719,0.0455124
2010-11,2011,8,7839,13718,6425,,,1267,31277,801449,1908,0.0390256,0.040822
2010-11,2011,9,6376,10496,4869,,,1146,24627,781629,1860,0.0315073,0.0338812
2010-11,2011,10,5691,8427,3939,,,899,20377,747993,1829,0.0272422,0.0299142
2010-11,2011,11,5363,6702,3265,,,804,17309,741807,1823,0.0233336,0.0261542
2010-11,2011,12,4400,5489,2551,,,613,14031,728883,1790,0.01925,0.0209065
2010-11,2011,13,4189,5025,2244,,,622,12957,739375,1770,0.0175243,0.0186146
2010-11,2011,14,3701,4557,1985,,,508,11498,729089,1723,0.0157704,0.0161377
2010-11,2011,15,3164,3562,1574,,,450,9391,691707,1681,0.0135766,0.0142199
2010-11,2011,16,3139,3064,1505,,,428,8695,662612,1651,0.0131223,0.013382
2010-11,2011,17,2895,2673,1324,,,383,7830,681240,1612,0.0114937,0.0119995
2010-11,2011,18,2532,2553,1305,,,393,7307,655627,1585,0.0111451,0.0114889
2010-11,2011,19,2551,2595,1254,,,351,7236,651983,1556,0.0110984,0.0112194
2010-11,2011,20,2353,2280,1131,,,305,6530,620485,1516,0.010524,0.0106712
2010-11,2011,21,2213,2110,1045,,,299,6072,586460,1381,0.0103536,0.0105058
2010-11,2011,22,2249,1980,1013,,,307,5946,531954,1357,0.0111777,0.0115203
2010-11,2011,23,2040,1760,1037,,,278,5547,564322,1296,0.00982949,0.00970975
2010-11,2011,24,1812,1599,911,,,262,4989,539238,1279,0.00925194,0.00894683
2010-11,2011,25,1604,1422,870,,,244,4448,532356,1251,0.00835531,0.00843568
2010-11,2011,26,1472,1462,750,,,210,4218,506732,1225,0.00832393,0.00815409
2010-11,2011,27,1423,1269,823,,,224,4009,468565,1211,0.00855591,0.00823052
2010-11,2011,28,1255,1206,756,,,188,3721,526346,1220,0.00706949,0.00674635
2010-11,2011,29,1243,1184,733,,,178,3597,518011,1203,0.00694387,0.00631883
2010-11,2011,30,1251,1188,667,,,169,3538,514262,1179,0.00687976,0.00641513
2010-11,2011,31,1088,1125,635,,,151,3202,496632,1175,0.00644743,0.00529813
2010-11,2011,32,1207,1223,704,,,158,3523,521671,1175,0.0067533,0.00644089
2010-11,2011,33,1342,1358,767,,,166,3874,531975,1191,0.0072823,0.00667718
2010-11,2011,34,1505,1600,814,,,220,4444,551005,1195,0.00806526,0.00705668
2010-11,2011,35,1528,1781,887,,,213,4717,548228,1200,0.00860408,0.00804155
2010-11,2011,36,1622,1809,904,,,185,4813,514168,1184,0.00936075,0.00907804
2010-11,2011,37,1788,2206,1022,,,205,5567,575887,1196,0.00966683,0.0100555
2010-11,2011,38,1816,2264,1126,,,242,5822,584534,1201,0.00996007,0.0103601
2010-11,2011,39,2248,2514,1253,,,244,6708,605162,1213,0.0110846,0.0107583
2011-12,2011,40,3106,3485,1765,,,377,9365,778182,1850,0.0120345,0.0116092
2011-12,2011,41,3317,3667,1777,,,370,9803,791987,1883,0.0123777,0.0119785
2011-12,2011,42,3324,3837,1763,,,379,9958,794995,1905,0.0125259,0.0127926
2011-12,2011,43,3453,4035,1773,,,380,10298,788840,1900,0.0130546,0.0129194
2011-12,2011,44,3634,4658,1957,,,387,11396,784334,1925,0.0145295,0.0142824
2011-12,2011,45,3949,4348,2072,,,456,11496,797839,1946,0.0144089,0.0139803
2011-12,2011,46,3923,4361,2166,,,474,11721,801594,1900,0.0146221,0.0145831
2011-12,2011,47,4125,3340,1803,,,430,10377,626731,1918,0.0165573,0.0156548
2011-12,2011,48,4237,3955,2059,,,413,11479,782984,1904,0.0146606,0.0134313
2011-12,2011,49,3995,4040,1938,,,442,11187,736905,1898,0.0151811,0.0148139
2011-12,2011,50,4579,4097,2077,,,546,12137,729258,1872,0.0166429,0.0163398
2011-12,2011,51,5016,3535,2068,,,521,11958,645424,1851,0.0185274,0.0183126
2011-12,2011,52,5243,3184,2315,,,668,12356,581697,1821,0.0212413,0.0210451
2011-12,2012,1,4514,3393,2342,,,715,11992,678631,1891,0.0176709,0.0173625
2011-12,2012,2,4059,3636,2319,,,611,11543,747894,1883,0.015434,0.0155066
2011-12,2012,3,4364,4030,2247,,,498,11939,724623,1887,0.0164762,0.0162891
2011-12,2012,4,4766,4802,2303,,,513,13209,784244,1891,0.016843,0.0176038
2011-12,2012,5,5218,5336,2415,,,564,14448,775298,1885,0.0186354,0.0192728
2011-12,2012,6,5028,5555,2582,,,565,14624,784516,1875,0.0186408,0.0191994
2011-12,2012,7,5277,5994,2937,,,667,15929,789193,1884,0.0201839,0.0209951
2011-12,2012,8,5246,5990,3009,,,761,16137,767022,1853,0.0210385,0.0223973
2011-12,2012,9,5219,6239,3141,,,766,16518,788242,1826,0.0209555,0.0221921
2011-12,2012,10,4811,6493,2832,,,629,15763,749198,1816,0.0210398,0.0216693
2011-12,2012,11,5175,6768,3321,,,701,17150,747570,1819,0.022941,0.0238913
2011-12,2012,12,4422,5683,2822,,,609,14524,755579,1780,0.0192223,0.0196466
2011-12,2012,13,3807,5256,2485,,,549,13017,747079,1753,0.0174239,0.0184229
2011-12,2012,14,3582,4631,2306,,,572,11930,711808,1729,0.0167601,0.0168674
2011-12,2012,15,3253,4059,2109,,,544,10732,717202,1707,0.0149637,0.0153136
2011-12,2012,16,3001,4020,1990,,,393,10123,732480,1699,0.0138202,0.0137912
2011-12,2012,17,2638,3802,1831,,,435,9370,726772,1675,0.0128926,0.0129515
2011-12,2012,18,2509,3671,1728,,,455,8999,662649,1564,0.0135803,0.0139521
2011-12,2012,19,2524,3468,1559,,,419,8576,655492,1546,0.0130833,0.0132522
2011-12,2012,20,2465,3087,1547,,,375,8062,636347,1503,0.0126692,0.0123059
2011-12,2012,21,2545,3011,1461,,,378,7878,616765,1415,0.0127731,0.0123028
2011-12,2012,22,2480,2601,1276,,,350,7153,550614,1409,0.012991,0.0126877
2011-12,2012,23,2336,2352,1281,,,338,6765,581700,1365,0.0116297,0.0110782
2011-12,2012,24,2231,2024,1150,,,300,6133,564670,1289,0.0108612,0.0109559
2011-12,2012,25,2259,1974,1119,,,285,6048,572296,1295,0.010568,0.0111031
2011-12,2012,26,2168,1850,1058,,,288,5786,536380,1260,0.0107871,0.0110616
2011-12,2012,27,1911,1706,1013,,,273,5291,505533,1271,0.0104662,0.0110816
2011-12,2012,28,1913,1751,964,,,220,5185,558637,1240,0.00928152,0.00999444
2011-12,2012,29,1818,1640,914,,,241,4931,546713,1223,0.00901936,0.00924199
2011-12,2012,30,1752,1721,975,,,283,5103,557488,1250,0.00915356,0.00949257
2011-12,2012,31,1728,1706,1050,,,267,5159,541600,1240,0.00952548,0.00978903
2011-12,2012,32,1660,1718,989,,,284,5026,548294,1248,0.00916661,0.00925024
2011-12,2012,33,1721,1755,986,,,232,5051,560110,1238,0.00901787,0.00848456
2011-12,2012,34,2098,2128,1194,,,296,6141,594395,1238,0.0103315,0.0104451
2011-12,2012,35,1958,2335,1305,,,277,6318,600354,1238,0.0105238,0.010986
2011-12,2012,36,1886,2294,1317,,,318,6296,558585,1242,0.0112713,0.0122071
2011-12,2012,37,2176,2870,1408,,,415,7382,622114,1252,0.011866,0.0124976
2011-12,2012,38,2295,2972,1530,,,348,7656,630563,1268,0.0121415,0.0122892
2011-12,2012,39,2421,2867,1546,,,398,7807,623572,1248,0.0125198,0.0129393
2012-13,2012,40,2773,3691,1814,,,415,9395,779285,1932,0.0120559,0.0123034
2012-13,2012,41,2960,4007,1957,,,489,10158,769959,1940,0.0131929,0.013278
2012-13,2012,42,3202,4233,1902,,,488,10585,797444,1968,0.0132737,0.0133995
2012-13,2012,43,3346,4268,2012,,,516,10913,798388,1958,0.0136688,0.0137842
2012-13,2012,44,3326,4422,2032,,,484,11061,734781,1929,0.0150535,0.0150085
2012-13,2012,45,3733,5145,2330,,,541,12674,785871,1974,0.0161273,0.0165163
2012-13,2012,46,4034,5526,2569,,,597,13623,777534,1966,0.0175208,0.0176746
2012-13,2012,47,4651,5387,2824,,,683,14650,627772,1968,0.0233365,0.0230609
2012-13,2012,48,5102,7018,3950,,,953,18521,831730,2006,0.022268,0.0216324
2012-13,2012,49,6486,10857,4672,,,1071,24877,835762,2006,0.0297657,0.0283038
2012-13,2012,50,7446,12945,5692,,,1262,29432,811800,1977,0.0362552,0.0343761
2012-13,2012,51,8546,13971,7437,,,1648,34332,754019,1908,0.045532,0.0430554
2012-13,2012,52,9709,11391,9295,,,2554,36588,607171,1905,0.0602598,0.0606082
2012-13,2013,1,8444,9108,9679,,,2792,34103,687051,1982,0.0496368,0.0464931
2012-13,2013,2,8297,13424,10877,,,2796,39896,850531,1995,0.0469072,0.0432584
2012-13,2013,3,8633,15992,8977,,,2316,39441,838326,2008,0.0470473,0.0451113
2012-13,2013,4,7441,13439,7021,,,1765,32426,778610,1978,0.041646,0.042171
2012-13,2013,5,6609,12653,6421,,,1574,29808,806640,1963,0.0369533,0.0378956
2012-13,2013,6,5757,10816,5236,,,1207,24987,772086,1931,0.032363,0.0329206
2012-13,2013,7,5289,9395,4698,,,1045,22321,771229,1926,0.0289421,0.030197
2012-13,2013,8,5099,8415,4357,,,1023,20519,755092,1940,0.0271742,0.0271499
2012-13,2013,9,4633,7981,4030,,,968,19231,762238,1893,0.0252297,0.024845
2012-13,2013,10,4791,7709,3935,,,858,18829,737736,1884,0.0255227,0.0257808
2012-13,2013,11,4480,7065,3606,,,889,17392,715059,1846,0.0243225,0.0239237
2012-13,2013,12,3957,6095,3191,,,741,15254,723449,1825,0.0210851,0.0206778
2012-13,2013,13,3830,5204,2924,,,632,13714,704276,1811,0.0194725,0.0190281
2012-13,2013,14,3516,4299,2677,,,675,12273,701881,1769,0.0174859,0.0165902
2012-13,2013,15,3110,3929,2219,,,603,10818,722583,1742,0.0149713,0.0143006
2012-13,2013,16,2707,3509,1757,,,491,9188,694415,1732,0.0132313,0.0127757
2012-13,2013,17,2588,3364,1630,,,425,8589,700300,1711,0.0122647,0.0119009
2012-13,2013,18,2439,3142,1470,,,370,7986,667648,1675,0.0119614,0.0109556
2012-13,2013,19,2422,2877,1474,,,361,7704,647130,1630,0.0119049,0.0108589
2012-13,2013,20,2431,2583,1345,,,393,7317,623114,1582,0.0117426,0.0107343
2012-13,2013,21,2230,2219,1279,,,368,6589,581338,1489,0.0113342,0.0101677
2012-13,2013,22,2109,2094,1147,,,357,6190,541528,1486,0.0114306,0.0104847
2012-13,2013,23,1983,1779,1086,,,330,5638,558875,1421,0.0100881,0.00920349
2012-13,2013,24,1969,1713,1112,,,277,5539,541138,1419,0.0102358,0.00920779
2012-13,2013,25,1877,1766,1040,,,302,5474,546643,1405,0.0100138,0.00904333
2012-13,2013,26,1703,1581,947,,,285,4915,540408,1389,0.00909498,0.0083057
2012-13,2013,27,1594,1489,851,,,251,4506,474295,1357,0.00950042,0.00862837
2012-13,2013,28,1576,1491,862,,,219,4510,543833,1362,0.00829299,0.00732182
2012-13,2013,29,1432,1405,849,,,185,4186,521874,1341,0.00802109,0.00724558
2012-13,2013,30,1416,1464,800,,,221,4233,524969,1325,0.00806333,0.00740848
2012-13,2013,31,1216,1284,852,,,184,3886,487617,1290,0.00796937,0.00726037
2012-13,2013,32,1367,1338,870,,,198,4075,523015,1299,0.00779136,0.00755639
2012-13,2013,33,1364,1366,919,,,188,4168,522533,1276,0.00797653,0.00761847
2012-13,2013,34,1331,1561,892,,,232,4317,522965,1265,0.00825485,0.00779896
2012-13,2013,35,1499,1814,1014,,,316,5053,540157,1260,0.00935469,0.00899138
2012-13,2013,36,1681,2035,1137,,,311,5626,539175,1317,0.0104345,0.00999524
2012-13,2013,37,1926,2437,1217,,,354,6374,584196,1307,0.0109107,0.010558
2012-13,2013,38,2175,2683,1350,,,365,7110,591969,1290,0.0120108,0.010967
2012-13,2013,39,2393,2963,1500,,,459,7963,631088,1364,0.0126179,0.0124709
2013-14,2013,40,2974,3769,1840,,,456,9677,854487,1960,0.0113249,0.0115746
2013-14,2013,41,3276,3925,1924,,,533,10420,860298,1990,0.0121121,0.0127184
2013-14,2013,42,3483,3880,2010,,,500,10658,848016,2018,0.0125682,0.0131623
2013-14,2013,43,3930,4484,2292,,,514,12036,877917,2027,0.0137097,0.0137444
2013-14,2013,44,4045,4642,2354,,,531,12502,874537,2028,0.0142956,0.0146781
2013-14,2013,45,4434,5062,2511,,,538,13498,878845,2017,0.0153588,0.015834
2013-14,2013,46,4643,5000,2716,,,578,13927,868987,2054,0.0160267,0.0160253
2013-14,2013,47,4835,5579,3088,,,583,15168,875411,2012,0.0173267,0.0172344
2013-14,2013,48,4937,4313,3027,,,639,13975,665926,2042,0.0209858,0.0211076
2013-14,2013,49,5549,6579,4375,,,865,18920,854664,2055,0.0221374,0.021708
2013-14,2013,50,5501,7046,4458,,,802,19398,802651,2054,0.0241674,0.0236971
2013-14,2013,51,6555,8406,6525,,,939,24697,814891,2009,0.0303071,0.0315997
2013-14,2013,52,7814,7485,7499,,,1316,26988,615148,2007,0.0438724,0.0459053
2013-14,2014,1,7488,6726,9135,,,1750,28654,680424,2033,0.042112,0.0428195
2013-14,2014,2,6233,7881,8846,,,1622,28147,812343,2059,0.0346492,0.0356288
2013-14,2014,3,6007,9517,8091,,,1606,28370,855297,2049,0.0331698,0.0336378
2013-14,2014,4,5878,8858,6818,,,1332,25502,786928,2062,0.032407,0.0339659
2013-14,2014,5,5133,8714,6031,,,1203,23484,813726,2051,0.0288598,0.0311922
2013-14,2014,6,4729,7711,5278,,,1125,21085,804244,2051,0.0262172,0.0283572
2013-14,2014,7,4210,6717,4470,,,969,18195,777340,2018,0.0234067,0.0248484
2013-14,2014,8,4250,6121,4306,,,873,17234,812700,2025,0.0212059,0.022741
2013-14,2014,9,3953,5875,3691,,,890,15914,832786,1978,0.0191094,0.0207244
2013-14,2014,10,3775,5575,3472,,,792,15044,790831,1944,0.019023,0.0198207
2013-14,2014,11,3616,5022,3210,,,816,14024,794024,1904,0.0176619,0.0182441
2013-14,2014,12,3798,5611,3285,,,810,14926,803374,1922,0.0185791,0.0182036
2013-14,2014,13,3523,5812,3256,,,772,14661,805133,1887,0.0182094,0.0175391
2013-14,2014,14,3582,5659,3153,,,807,14637,797863,1866,0.0183453,0.0174542
2013-14,2014,15,3574,5587,2943,,,786,14206,809707,1845,0.0175446,0.0167236
2013-14,2014,16,3130,4279,2516,,,710,11723,773101,1810,0.0151636,0.0151659
2013-14,2014,17,2846,3770,2504,,,658,10814,770592,1771,0.0140334,0.0144778
2013-14,2014,18,2501,3591,2084,,,559,9648,766139,1746,0.012593,0.0129028
2013-14,2014,19,2789,3615,2009,,,528,9775,737834,1714,0.0132482,0.0137388
2013-14,2014,20,2544,3256,1876,,,532,9033,708049,1660,0.0127576,0.0134208
2013-14,2014,21,2733,3068,1742,,,483,8797,679395,1570,0.0129483,0.0134563
2013-14,2014,22,2528,2459,1542,,,504,7658,624582,1554,0.012261,0.0121291
2013-14,2014,23,2383,2349,1492,,,398,7229,631143,1461,0.0114538,0.0119291
2013-14,2014,24,2227,2181,1413,,,401,6783,635233,1461,0.010678,0.0114146
2013-14,2014,25,2159,2009,1285,,,388,6369,593740,1392,0.0107269,0.0106503
2013-14,2014,26,2049,1917,1235,,,328,6038,596063,1411,0.0101298,0.0112669
2013-14,2014,27,1865,1688,1075,,,308,5352,538049,1388,0.00994705,0.00947353
2013-14,2014,28,1758,1623,1122,,,351,5295,601116,1394,0.00880862,0.00944187
2013-14,2014,29,1582,1621,1116,,,361,5083,592305,1376,0.00858173,0.00934822
2013-14,2014,30,1455,1450,1128,,,334,4765,591814,1372,0.00805152,0.0081736
2013-14,2014,31,1450,1655,1094,,,326,4942,603580,1378,0.00818781,0.00852792
2013-14,2014,32,1460,1528,1074,,,273,4744,605307,1382,0.00783735,0.00746994
2013-14,2014,33,1528,1631,1107,,,311,4980,586778,1369,0.00848703,0.00761098
2013-14,2014,34,1569,1813,1196,,,315,5305,635980,1371,0.00834146,0.00767627
2013-14,2014,35,1684,2184,1223,,,307,5799,640080,1353,0.00905981,0.00862176
2013-14,2014,36,1753,2258,1284,,,302,6050,578913,1352,0.0104506,0.00984907
2013-14,2014,37,2300,3316,1550,,,396,8130,695966,1401,0.0116816,0.0116287
2013-14,2014,38,2535,3650,1705,,,393,8888,696282,1405,0.0127649,0.0122731
2013-14,2014,39,2522,3447,1820,,,428,8874,683887,1407,0.0129758,0.012071
2014-15,2014,40,2958,3994,1959,,,527,10150,841540,1937,0.0120612,0.0116191
2014-15,2014,41,3055,4437,2116,,,548,10977,828544,1960,0.0132485,0.0130905
2014-15,2014,42,3442,4728,2321,,,580,11941,845727,2000,0.0141192,0.0137072
2014-15,2014,43,3455,4955,2459,,,531,12292,862314,2008,0.0142547,0.0143373
2014-15,2014,44,3632,5102,2242,,,530,12313,855608,2053,0.0143909,0.0142791
2014-15,2014,45,4277,5799,2349,,,565,13853,857601,2058,0.0161532,0.0161605
2014-15,2014,46,4424,5816,2323,,,588,14062,844700,1997,0.0166473,0.0165976
2014-15,2014,47,4740,7322,2921,,,642,16674,831289,2058,0.020058,0.0205459
2014-15,2014,48,5432,6848,3277,,,880,17602,671251,2067,0.0262227,0.0253541
2014-15,2014,49,6185,9106,4623,,,1224,22905,878430,2097,0.0260749,0.0254253
2014-15,2014,50,7424,13050,5287,,,1441,29172,853532,2069,0.034178,0.0360563
2014-15,2014,51,9270,16418,6920,,,2103,37382,837119,2016,0.0446555,0.0490976
2014-15,2014,52,10363,13951,8982,,,3519,40533,662849,1984,0.0611497,0.0598221
2014-15,2014,53,9732,9406,9348,,,4117,36891,694773,1983,0.0530979,0.0547421
2014-15,2015,1,7160,9589,8072,,,3048,31483,771835,1958,0.0407898,0.0421374
2014-15,2015,2,7044,11966,6946,,,2339,31204,792459,1971,0.0393762,0.0421022
2014-15,2015,3,7840,13949,6451,,,2030,33221,800359,1966,0.0415076,0.0425968
2014-15,2015,4,7118,13159,5844,,,1915,30621,789407,1955,0.0387899,0.0397761
2014-15,2015,5,6656,12093,5380,,,1654,28151,814097,1950,0.0345794,0.0363443
2014-15,2015,6,6429,10328,4884,,,1505,25218,823153,1917,0.0306359,0.0326527
2014-15,2015,7,5537,8164,4295,,,1271,21109,746836,1907,0.0282646,0.0293083
2014-15,2015,8,4823,7280,4061,,,1249,19178,812660,1934,0.023599,0.0254474
2014-15,2015,9,4639,7116,3914,,,1076,18441,789858,1912,0.0233472,0.0247227
2014-15,2015,10,4710,6748,3654,,,1067,17833,805881,1907,0.0221286,0.0235665
2014-15,2015,11,4559,6084,3482,,,997,16695,804117,1883,0.0207619,0.0217008
2014-15,2015,12,4418,6003,3284,,,931,16122,801027,1848,0.0201267,0.0204297
2014-15,2015,13,4174,5623,2968,,,889,14975,771143,1819,0.0194192,0.01954
2014-15,2015,14,3903,4634,2931,,,878,13733,785602,1820,0.0174809,0.0172287
2014-15,2015,15,3448,4214,2448,,,774,12044,800974,1813,0.0150367,0.0153694
2014-15,2015,16,3182,4011,2052,,,640,10860,756827,1768,0.0143494,0.0138283
2014-15,2015,17,3203,4280,2122,,,602,11095,761638,1753,0.0145673,0.0146265
2014-15,2015,18,3106,4079,2074,,,589,10694,748690,1735,0.0142836,0.0138934
2014-15,2015,19,2805,3641,1810,,,602,9671,714799,1688,0.0135297,0.013468
2014-15,2015,20,2754,3296,1768,,,470,9024,678023,1622,0.0133093,0.0125452
2014-15,2015,21,2593,2714,1461,,,493,7913,616171,1579,0.0128422,0.0121636
2014-15,2015,22,2211,2345,1334,,,462,6946,609891,1505,0.0113889,0.0116734
2014-15,2015,23,2109,2284,1320,,,456,6744,611184,1455,0.0110343,0.0104654
2014-15,2015,24,1734,2046,1167,,,408,5850,602628,1459,0.00970748,0.00943661
2014-15,2015,25,1897,1921,1170,,,429,5913,592081,1445,0.00998681,0.00935046
2014-15,2015,26,1678,1701,1043,,,380,5232,534938,1417,0.00978057,0.00934726
2014-15,2015,27,1546,1675,1081,,,371,5116,590468,1428,0.00866431,0.00864118
2014-15,2015,28,1487,1609,1028,,,341,4870,588337,1411,0.00827757,0.00806535
2014-15,2015,29,1383,1498,1011,,,321,4626,580010,1401,0.00797572,0.00742747
2014-15,2015,30,1415,1459,999,,,300,4605,567663,1352,0.00811221,0.00737859
2014-15,2015,31,1392,1590,1026,,,325,4753,578812,1364,0.00821165,0.00743224
2014-15,2015,32,1330,1667,1062,,,291,4750,579668,1340,0.00819435,0.00805251
2014-15,2015,33,1429,1815,1134,,,359,5173,609994,1356,0.00848041,0.00816943
2014-15,2015,34,1687,2033,1151,,,354,5648,635661,1362,0.00888524,0.00814518
2014-15,2015,35,1636,2292,1230,,,324,5963,619323,1354,0.00962826,0.0086067
2014-15,2015,36,1714,2169,1297,,,329,5970,583853,1349,0.0102252,0.00886704
2014-15,2015,37,1993,2744,1392,,,397,7062,651524,1369,0.0108392,0.0100845
2014-15,2015,38,2178,2947,1520,,,432,7704,654414,1367,0.0117724,0.0106625
2014-15,2015,39,2170,2746,1654,,,404,7626,650904,1332,0.011716,0.0105995
2015-16,2015,40,2849,3693,2015,,,621,10049,808287,1963,0.0124325,0.0122559
2015-16,2015,41,3016,4007,2102,,,678,10715,809660,1976,0.013234,0.0131066
2015-16,2015,42,3263,4360,2357,,,653,11584,825079,1995,0.0140399,0.013711
2015-16,2015,43,3141,4148,2254,,,694,11164,811165,1999,0.0137629,0.0139171
2015-16,2015,44,3563,4783,2450,,,692,12423,845875,2048,0.0146866,0.0143712
2015-16,2015,45,3746,4725,2517,,,745,12676,826877,2028,0.01533,0.0150165
2015-16,2015,46,3960,5076,2656,,,766,13484,838344,2023,0.0160841,0.0159805
2015-16,2015,47,3974,4073,2427,,,703,12158,639738,2000,0.0190047,0.0189668
2015-16,2015,48,4469,5076,3011,,,829,14617,841777,2040,0.0173645,0.0167728
2015-16,2015,49,4575,5384,2902,,,873,14986,823657,2020,0.0181945,0.0178296
2015-16,2015,50,5135,5105,2963,,,943,15396,783227,2000,0.0196571,0.0187336
2015-16,2015,51,5377,4317,2876,,,1013,14839,613128,1978,0.0242021,0.0232148
2015-16,2015,52,5700,4011,3264,,,1180,15679,650356,1949,0.0241083,0.0240991
2015-16,2016,1,4775,4494,3597,,,1157,15654,787192,2004,0.0198859,0.0194328
2015-16,2016,2,4574,5362,3180,,,1021,15517,779809,2005,0.0198985,0.0199796
2015-16,2016,3,4804,5380,3226,,,954,15661,743249,2008,0.021071,0.0211829
2015-16,2016,4,5088,6882,3615,,,1007,18143,827482,2026,0.0219256,0.0225112
2015-16,2016,5,5135,7353,3759,,,1072,18944,823602,2007,0.0230014,0.0237116
2015-16,2016,6,5645,8434,4600,,,1179,21774,813755,2000,0.0267574,0.0280035
2015-16,2016,7,5997,9325,5642,,,1370,24681,816098,1993,0.0302427,0.0316475
2015-16,2016,8,6299,10127,6001,,,1390,26423,848718,1956,0.0311328,0.0315183
2015-16,2016,9,6619,11415,6395,,,1440,28468,855439,1952,0.0332788,0.033321
2015-16,2016,10,6660,11856,7358,,,1630,30481,848628,1922,0.035918,0.0356024
2015-16,2016,11,5574,9334,6026,,,1471,24894,804948,1898,0.0309262,0.0305479
2015-16,2016,12,5187,8489,4982,,,1282,21940,786936,1900,0.0278803,0.0276732
2015-16,2016,13,4581,7392,4476,,,1201,19603,776752,1832,0.0252371,0.0244161
2015-16,2016,14,3707,6403,3869,,,1130,16769,787543,1813,0.0212928,0.0203348
2015-16,2016,15,3572,6595,3530,,,1031,16261,792672,1805,0.0205142,0.0198593
2015-16,2016,16,3515,6357,3247,,,945,15437,775895,1774,0.0198957,0.0191514
2015-16,2016,17,3157,5557,2986,,,901,13836,774777,1759,0.017858,0.0169968
2015-16,2016,18,2772,4729,2586,,,746,11870,741210,1742,0.0160144,0.0157635
2015-16,2016,19,2871,4046,2276,,,665,10707,726244,1690,0.014743,0.013935
2015-16,2016,20,2688,3630,1998,,,643,9798,688612,1626,0.0142286,0.0129941
2015-16,2016,21,2612,3126,1714,,,618,8787,635835,1439,0.0138196,0.0118379
2015-16,2016,22,2545,2620,1637,,,532,7997,598077,1482,0.0133712,0.0113723
2015-16,2016,23,2293,2313,1460,,,518,7201,632252,1446,0.0113894,0.0104118
2015-16,2016,24,2189,2171,1354,,,466,6768,617287,1440,0.0109641,0.00971814
2015-16,2016,25,2062,1905,1178,,,386,6024,602666,1402,0.00999559,0.00863306
2015-16,2016,26,1873,1810,1146,,,384,5686,573793,1382,0.0099095,0.00833797
2015-16,2016,27,1646,1641,985,,,383,5118,549582,1379,0.00931253,0.00784516
2015-16,2016,28,1610,1599,1064,,,383,5078,602288,1392,0.00843118,0.00734327
2015-16,2016,29,1670,1621,994,,,375,5044,600272,1388,0.00840286,0.00698845
2015-16,2016,30,1580,1624,1036,,,323,4925,593327,1393,0.00830065,0.00723099
2015-16,2016,31,1455,1496,971,,,315,4596,581457,1360,0.00790428,0.00663501
2015-16,2016,32,1512,1639,1016,,,319,4868,585923,1329,0.00830826,0.0069276
2015-16,2016,33,1644,1914,1028,,,306,5265,614499,1345,0.00856796,0.00710029
2015-16,2016,34,1848,2364,1234,,,349,6260,621362,1356,0.0100746,0.00834232
2015-16,2016,35,1815,2651,1242,,,341,6504,614349,1354,0.0105868,0.00992621
2015-16,2016,36,1883,2604,1284,,,381,6623,601938,1347,0.0110028,0.0101605
2015-16,2016,37,2026,3073,1509,,,452,7639,666755,1365,0.011457,0.0107169
2015-16,2016,38,2341,3298,1539,,,438,8229,675119,1363,0.012189,0.0110163
2015-16,2016,39,2413,3334,1645,,,483,8505,648678,1389,0.0131113,0.0118841
2016-17,2016,40,3119,4174,2149,,,645,10920,869249,1956,0.0125626,0.0119763
2016-17,2016,41,3207,4078,2155,,,678,10997,851042,1977,0.0129218,0.0122887
2016-17,2016,42,3564,4452,2234,,,695,11926,896532,1986,0.0133024,0.0126723
2016-17,2016,43,3786,4769,2406,,,700,12648,887194,2008,0.0142562,0.0136226
2016-17,2016,44,4314,5287,2444,,,715,13790,878396,2001,0.0156991,0.0148468
2016-17,2016,45,4703,5193,2549,,,758,14258,863967,1993,0.0165029,0.0155838
2016-17,2016,46,4979,5610,2659,,,829,15160,875353,2002,0.0173187,0.0164639
2016-17,2016,47,5032,4567,2634,,,867,14208,698702,2013,0.0203348,0.0191196
