"language_code","language_name","language_synonym","thesaurus_heading_language","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","uri"
"K27","Bemba","Bembar|Bimba|Forrest River Mission language|Wenambal|Wanum baal|Wembria|Wemrade|Namula|Kulunggulu|Bugai|Jura|Marokorei|Mirray gona|Jan gala|Guragona|Guragoona|Waringnari|Kular|Kulari|Mulngane|Mulgane","Bemba language K27","","","https://collection.aiatsis.gov.au/austlang/language/k27"
"K28","Arawari","Other Australian Indigenous Languages|Arawarri|Arawodi|Arnga|Woljamidi|Woljamiri|Molyamidi|Kuluwara|Kulu waran|Guluwarin|Kolaia|Yamandil","Arawari language K28","","","https://collection.aiatsis.gov.au/austlang/language/k28"
"K29","Miriwoong / Miriuwung","Miriwung|Mariu|Miriung|Mariyung|Miriwong|Miriwu|Miriwun|Mirong|Mirriwong|Mirung|Moreng|Mireau","Miriwoong / Miriuwung language K29","-15.886297346976","128.867674022370","https://collection.aiatsis.gov.au/austlang/language/k29"
"K3","Nyikina","Njigina|Nyigina|Dja:ba|Negena|Nigena|Njigana|Njigena|Njikena|Njikini|Nyegena|Nygina|Nyi gini|Nyigini|Tjaba|Wanji|Yeeda|Niggene","Nyikina language K3","-18.259398938966","124.060841287920","https://collection.aiatsis.gov.au/austlang/language/k3"
"K30","Malngin","Gurinji|Gurindji|Kartangarurru|Korindji|Kurintji|Tjial|Wandjira|Maialnga|Mailnga|Malgin|Malngjin|Western","Malngin language K30","-17.235153811703","129.353716441870","https://collection.aiatsis.gov.au/austlang/language/k30"
"K31","Wenambal","Bemba|Bugai|Guragona|Guragoona|Jangala|Jura|Kular|Kulari|Kulunggulu|Marokorei|Mirray gona|Mulgane|Mulngane|Namula|Wanumbaal|Waringnari|Wembria|Wemrade|Wanum baal|Jan gala","Wenambal language K31","","","https://collection.aiatsis.gov.au/austlang/language/k31"
"K32","Yiiji","Yiidji|Forrest River|Kimberley Area Languages|Wunambal|Yeidji|Jeidji|Yeithi|Gujini|Gwini|Jeithi|Kuini|Kujini|Miwadange|Miwu|Morokorei|Ombalkari|Pikkolatpan|Umbalgari|Waringnari|Yeidthee|Yeeji|Yedji|Bugay","Yiiji language K32","-15.139004382939","127.988867556010","https://collection.aiatsis.gov.au/austlang/language/k32"
"K33","Kuluwarrang","Kitja|Guluwarin|Woljamidi|Woljamiri|Molyamidi|Kuluwara|Kulu waran|Kolaia|Arawari|Arawodi|Yamandil","Kuluwarrang language K33","-16.377113907312","127.977865803730","https://collection.aiatsis.gov.au/austlang/language/k33"
"K34","Jiyil","Gurindji|Tjial|Kartangarurru|Korindji|Kurintji|Malngin|Wandjira|Djial|Jiyilawung|Cheeal|Jael|Jeelowng|Geelowng","","-17.217052205639","130.539396807500","https://collection.aiatsis.gov.au/austlang/language/k34"
"K35","Wilawila","Ngarinyin|Guwij|Munumburru|Ngarinjin|Ngarnawu|Ungarinjin|Wolyamidi|Andadja|Andedja|Andidja|Kalari|Kandjanan|Kundjanan|Munumbara|Munumburu|Piarngongo|Taib|Taibange|Ullumbuloo|WilaWila|Wular|Wulu|Wila Wila|Wular:|Kalari:","Wilawila language K35","-15.077980095294","127.023116868310","https://collection.aiatsis.gov.au/austlang/language/k35"
"K36","Gunin","Kwini|Kimberley Area Languages|Belaa|Kunan|Pela|Wirngir|Galumburu|Guini|Gwini|Pelah|Wadaja|Walar|Winggir|Wola|Wular|Cuini|Miwa|Konun|Konan|Konin|Gonin|Kaianu|Kianu|Kyanoo|Murgura|Kuna|Kunange|Gunan|Koonange|Mande|Manda|Pago|Bagu|Manungu|Manunggu|Kalumbura|Caloombooroo|Wulanggur|Ulagu Wulau|Ulangu|Umari|Boola|Pelange","Gunin language K36","-14.626847788773","127.667149332130","https://collection.aiatsis.gov.au/austlang/language/k36"
"K37","Arnga","Arawari|Arawodi|Guluwarin|Kolaia|Kuluwara|Kuluwaran|Molyamidi|Woljamidi|Woljamiri|Yamandil|Kulu waran","","","","https://collection.aiatsis.gov.au/austlang/language/k37"
"K37.1","Gajirrawoong","Gajirrawung|Kimberley Area Languages|Gadjerawang|Kadjerong|Gadjerong|Gadyerong|Kadjerawang|Kadjeroen|Kadpjeroen|Kajirrawung|Gadyarawang|Gajerong|Ginmu|Kadjarong|Kujera Gajirrawoong  the Mirrawoong name for Gajirrabeng|Gajirrabeng|Kujera","Gajirrawoong language K37.1","-15.293006956048","129.274693599680","https://collection.aiatsis.gov.au/austlang/language/k37.1"
"K38","Mariung","Mariu","","","","https://collection.aiatsis.gov.au/austlang/language/k38"
"K39","Gambera","Gamberre|Gambre|Kambure|Barurungari|Gamgre|Guwan|Kambera|Kamberange|Kambumiri|Kanbre|Purungari|Gambere|Kambre|Kularri/Gularri south westerners","Gaambera language K39","-14.218114153615","126.342461113670","https://collection.aiatsis.gov.au/austlang/language/k39"
"K4","Ngumbarl","Ngombal|Ngormbal|Ngombaru|Ngoombal|Ngormbal Ngormbal|Numbal|Numbanbor|Numbol","Ngumbarl language K4","-17.515180917297","122.491504732450","https://collection.aiatsis.gov.au/austlang/language/k4"
"K40","Gingara","Gingana","Gingara language K40","","","https://collection.aiatsis.gov.au/austlang/language/k40"
"K41","Galamburu","","","","","https://collection.aiatsis.gov.au/austlang/language/k41"
"K42","Wirngir","","","","","https://collection.aiatsis.gov.au/austlang/language/k42"
"K43","Worla","Waladja|Ngarinyin|Andajin|Ola|Walajangarri|Ngaiangari|Ngalangari|Ngarangari|Oladjau|Waladjangari|Walandjari|Wardia|Waringari|Wo:la|Wola|Woladjangari|Wolmardai|Woolaja|Wula|Wulu","Worla language K43","-16.427686187055","127.218940021010","https://collection.aiatsis.gov.au/austlang/language/k43"
"K44","Miwa","Bagu|Arnhem Land|Daly River Region Languages|Pela|Boola|Caloombooroo|Galumburu|Gonin|Gunan|Kaianu|Kalumbura|Kianu|Konan|Konin|Konun|Koonange|Kuna|Kunange|Kyanoo|Manda|Mande|Manunggu|Manungu|Murgura|Pago|Pelange|Ulangu|Umari|Walar|Wulanggur|Wulangu|Miwi|Oombulgurri|Ulagu Wulau","Miwa language K44","-14.127304137837","127.041815621180","https://collection.aiatsis.gov.au/austlang/language/k44"
"K45","Walar","Wirngir|Wular|Wola|Wadaja|Winggir","Walar language K45","","","https://collection.aiatsis.gov.au/austlang/language/k45"
"K46","Manungu","Miwa|Konun|Konan|Konin|Gonin|Kaianu|Kianu|Kyanoo|Murgura|Kuna|Kunange|Gunan|Koonange|Mande|Manda|Pago|Bagu|Ba:gu|Manunggu|Galumburu|Kalumbura|Caloombooroo|Wulanggur|Ulagu Wulau|Ulangu|Umari|Pela|Boola|Pelange|Walar","Manungu language K46","","","https://collection.aiatsis.gov.au/austlang/language/k46"
"K47","Djerag","Kitja|Kidja|Gidja|Ku:tji|Kuitji|Kuitj|Gi:dj|Kwitj|Gwidji|Guidj|Guwidji|Kisah|Keha|Kisha|Kityu|Liej|Lungga|Longga|Loonga|Langgu|Lunga|Lungu|Paljarri|Djarak|Tjarak|War ingari|Warrangari|Kutnalawaru|Miwa|Walki","Djerag language K47","","","https://collection.aiatsis.gov.au/austlang/language/k47"
"K48","Julbayi","","","-18.196743780712","122.536111490380","https://collection.aiatsis.gov.au/austlang/language/k48"
"K49","Umida","Umiida|Umede|Oomida|Umi:da|Wumide|Umi;da|Umeda|Umidi|Aobidai|Oken|Okat|Okwata|O:ka:ta|O:kada","Umida language K49","-16.322781663654","123.859713314980","https://collection.aiatsis.gov.au/austlang/language/k49"
"K5","Bunuba","Bunaba|Punuba|Punaba|Booneba|Boonooba|Bunapa|Kunamba|Punamba|Punapa|Punupa|Buniba|Bunuban","Bunuba language K5","-17.724740792483","125.605168735340","https://collection.aiatsis.gov.au/austlang/language/k5"
"K50","Doolboong","Dulbung|Tulpung|Du:l°ari|Duulngari|Kurramo|Dulngarri|Pokai|Kanjai|Wardaia|Wardai|Wardia","","-15.036415688175","128.457165616390","https://collection.aiatsis.gov.au/austlang/language/k50"
"K51","Wawarl","","","-18.270335061883","127.850101620620","https://collection.aiatsis.gov.au/austlang/language/k51"
"K52","Ngarnawu","Ngarinyin|Guwij|Munumburru|Ngarinjin|Ungarinjin|Wilawila|Wolyamidi|Nganau|Nganaw","","-16.187649916373","127.288846863600","https://collection.aiatsis.gov.au/austlang/language/k52"
"K53","Yawijibaya","Yawidjibara|Yawuru|Yawjibara|Worora|Jaudjibaia|Jaudibaia|Jaudjibara|Jawdjibaia|Jawdjibara|Yaudjibara|Yaudjibaia|Alternative names:|Jawadjag|Winjawindjagu|Yawjibarra|Yaujibaia|Jawutjubar|Jadjibaia|Jaudji bara|Jadjiba|Bergalgu|Montgomery Islanders","","-16.030656726266","124.148754578270","https://collection.aiatsis.gov.au/austlang/language/k53"
"K54","Marangan","","","-17.970093695025","122.997183562030","https://collection.aiatsis.gov.au/austlang/language/k54"
"K55","Unggarrangu","Unggarangi|Ongkarango|Obagooma","","-16.693600938020","123.670681846360","https://collection.aiatsis.gov.au/austlang/language/k55"
"K56","Winjarumi","Windjarumi|Djaruma","","-15.302436425011","124.259400976550","https://collection.aiatsis.gov.au/austlang/language/k56"
"K57","Ginan","","","","","https://collection.aiatsis.gov.au/austlang/language/k57"
"K58","Barunjin","","","","","https://collection.aiatsis.gov.au/austlang/language/k58"
"K59","Gulunggulu","Wenambal","","","","https://collection.aiatsis.gov.au/austlang/language/k59"
"K6","Gooniyandi","Guniyandi|Guniyan|Gunian|Gunijan|Konejandi|Kunian|Cowrana|Goonien|Gunan|Guniandi|Gunin|Gunyari|Konajan|Konean|Konejanu|Koneyandi|Kunan|Kuniandu|Wadeawulu|Guniyan|Gun ian|Wadea wulu|Bunuban family","Gooniyandi language K6","-18.590969909164","126.179024039660","https://collection.aiatsis.gov.au/austlang/language/k6"
"K60","Mailnga","","","","","https://collection.aiatsis.gov.au/austlang/language/k60"
"K61","Wulamban","","","","","https://collection.aiatsis.gov.au/austlang/language/k61"
"K62","Bayimbarr","","","-15.632671120357","127.973916543350","https://collection.aiatsis.gov.au/austlang/language/k62"
"K63","Giwajbem","","","-16.309513288172","128.251367573380","https://collection.aiatsis.gov.au/austlang/language/k63"
"K64","Andajin","","Andajin language K64","","","https://collection.aiatsis.gov.au/austlang/language/k64"
"K67","Eastern Bunuba","","Bunuba language K5","","","https://collection.aiatsis.gov.au/austlang/language/k67"
"K68","Western Bunuba","","Bunuba language K5","","","https://collection.aiatsis.gov.au/austlang/language/k68"
"K69","Baard","","Baard language K69","","","https://collection.aiatsis.gov.au/austlang/language/k69"
"K7","Nyininy","Njininj|Jaru|Nyinin|Djaro|Jarroo|Jarrou|Jarrau|Charrau|Jaruo|Djara|Deharu|Jaruru|Njining|Njinin|Nining|Neening|Meening|Ka:biri|Karbery|Kodjangana|Ruby Creek tribe","Nyininy language K7","-18.069339826570","128.585672650670","https://collection.aiatsis.gov.au/austlang/language/k7"
"K8","Jabirr Jabirr","Djabirr Djabirr|Dyaberdyaber|Jabirrjabirr|Djaba Djaba|Djaberadjabera|Djaberdjaber|Djaberadjaber|Djaber Djaber|Djabirdjabir|Tjabartjabara|Tjabirtjabira|Tjabiratjabir","Jabirr Jabirr language K8","-17.232388568670","122.527412878230","https://collection.aiatsis.gov.au/austlang/language/k8"
"K9","Nimanburru","Nimanbur|Nimanburu|Nimanboorroo|Nimanbor|Nimanboro|Nimanboru|Ninambur|Ninamburu|Wadiabulu|Nimarnbur","Nimanburru language K9","-17.264739808971","123.134158080840","https://collection.aiatsis.gov.au/austlang/language/k9"
"L1","Narungga","Narangka|Narangga|Adjabdurah|Adjadura|Adjahdurah|Adjahdural|Moor in nunjie|Murinandji|Nanunga|Naranga|Narrang gu|Narrang u|Narranga|Narrangga|Narranggu|Narrangu|Narunga|Narrunga|Turra|Wallaroo tribe|Nar anga","Narungga language L1","-34.481869129775","137.591041249400","https://collection.aiatsis.gov.au/austlang/language/l1"
"L10","Adnyamathanha","Adnymathanha|Adjnjamathanha|Adynyamathanha|Adnjamathanha|Jadliaura|Ngudlawara|Wailpi|Walypi|Adnamadana|Adjnjamatana|Adnamatana|Adnjamadana|Adnjamadhanha|Adnjamatana|Adnjamathera|Adnjmadhanha|Adnjnjamathanha|Adyamatana|Andjama Dana|Andyamatana|Anjamatana|Anjamutina|Anjimatana|Anjiwatana|Anjiwatina|Anyamatana|Archualda|Atjualda|Benbakanjamata|Benbakanjamatana|Binbarnja|Binbarnya|Gadjnjamada|Gadjnjamadja|Ganjamadna|Imatjara|Kanjamata|Kanjimata|Keidnamutha|Keydnjamarda|Keydnjmarda|Kudjamuther|Kudjchnamootha|Kudnamietha|Kutchhamootha|Kutchnamoota|Kutchnamootha|Mardala|Mardula|Ngatjuwalda|Nimalda|Nimbalda|Nimbaldi|Nuralda|Umbertana|Unyamatana|Unyamootha|Wadla|Wailbi|Wajalpi|Waljbi|Wipie|Adnyamathana|Adnjamadana Wailbi|Adnyamatana","Adnyamathanha language L10","-30.350211730328","138.882577074540","https://collection.aiatsis.gov.au/austlang/language/l10"
"L11","Pirlatapa","Pilardapa|Biladapa|Pilatapa|Berluppa|Biladepa|Biladhaba|Billidapa|Jarikuna|Pidlatapa|Piladapa|Pilladapa|Pillatapa|Pilliapp|Pillitapa|Pulladapa|Yarrikuna|Biladaba|Bilatappa|Billatapa|Yarri kuna","Pirlatapa language L11","-29.839384635069","140.100424825770","https://collection.aiatsis.gov.au/austlang/language/l11"
"L12","Wadigali","Wardikali|Wadikali|Evelyn Creek tribe|Nadikali","Wadigali language L12","-29.260788242871","141.209648306630","https://collection.aiatsis.gov.au/austlang/language/l12"
"L13","Arabana","Arabana|Arabana/Wangkangurru|Anna Creek tribe|Arabuna|Arabunna|Arapani|Arapina|Arebana|Arrabonna|Arrabunna|Arubbinna|Jendakarangu|Ngarabana|Nulla|Peake tribe|Rabuna|Urabuna|Urabunna|Urapuna|Urroban|Wangarabana|Wangarabuna|Wangarabunna|Wongkurapuna|Wongpurapuna|Wonkurabana|Yendakarang|Yendakarangu","Arabana language L13","-28.416910395878","136.083721237950","https://collection.aiatsis.gov.au/austlang/language/l13"
"L14","Dhirari","Dirari|Tirari|Dhirrari|Thirrari|Terari","Dhirari language L14","-28.598289091556","137.774838183760","https://collection.aiatsis.gov.au/austlang/language/l14"
"L15","Karenggapa","Garanggaba|Karengappa|Karrengappa|Kurengappa|Karengapa","Karenggapa language L15","-29.175707232399","142.668880007220","https://collection.aiatsis.gov.au/austlang/language/l15"
"L16","Gungadidji","Birria|Kungadutji|Wangkumara|Kungatutji|Bidia|Kulumali|Marulta|Bundamara|Diraila|Jarumarra|Karendala|Mamwura|Ngandangara|Ngurawola|Punthamara|Thiraila|Wankumara|Gongadidji|Gundadidji|Gundadji|Gungadudji|Gunggadudji|Kunatacheel|Kunatatchee|Kungaditji|Kungarditchi|Kungkatuti|Palpakunu|Kunatachee","Gungadidji language L16","-26.351890738861","142.025275338770","https://collection.aiatsis.gov.au/austlang/language/l16"
"L17","Dieri","Diyari|Tirari|Diari|Diyeri|Dieyerie|Deerie|Dieyrie|Dthee eri|Dayerrie|Dickeri|Kunari|Koonarie|Wongkadieri|Wonkadieri|Ti:ari|Urrominna","Dieri language L17","-28.228091015572","139.058415144170","https://collection.aiatsis.gov.au/austlang/language/l17"
"L18","Yandruwandha","Yandruwanhdha|Thayipilthirringuda|Biralipa|Endawarra|Gandruwanda|Innamouka|Jandrawanda|Jandruwalda|Jandruwanda|Jandruwanta|Jandruwunta|Janduruwanda|Jendruwonta|Ngurunta|Yanderawantha|Yanderawartha|Yandra Wandra|Yandrawontha|Yandrinwantha|Yandruwanda|Yandruwanta|Yandruwonta|Yandruwunta|Yanduwulda|Yantowannta|Yantruwanta|Yantruwunta|Biraliba|Jendru wonta|Yandu wulda","Yandruwandha language L18","-28.325841856362","140.391877647750","https://collection.aiatsis.gov.au/austlang/language/l18"
"L19","Dhiraila","Ngura|Tereila|Thiralla|Mambanjura|Mamban yura|Mambangura|Mamwura|Ngandangura","","-28.014414553242","142.238691883570","https://collection.aiatsis.gov.au/austlang/language/l19"
"L2","Nauo / Nawu","Nhawu|Wirangu|Battara|Gnowoo|Growoo|Hilleri|Kadu|Kartwongulta|Naua|Nawa|Nawo|Ngao|Njao|Njau|Nowo|Wiljaru|Willuro|Kartawon gulta","Nauo / Nawu language L2","-33.703990425696","135.439735983850","https://collection.aiatsis.gov.au/austlang/language/l2"
"L20","Mambangurra","Ngura|Wangkumara|Mamwura|Bundamara|Diraila|Jarumarra|Karendala|Kungatutji|Ngandangara|Ngurawola|Punthamara|Thiraila|Wankumara|Betharra|Eromarra|Jarumarda|Mambangura|Ngandangura|Ngandanguru|Unda Gnoora|Thereila|Thiralla|Mambanjura|Mamban yura","Mambangurra language L20","-28.601666302686","141.763021261450","https://collection.aiatsis.gov.au/austlang/language/l20"
"L21","Waidjinga","Wychinga","Waidjinga language L21","","","https://collection.aiatsis.gov.au/austlang/language/l21"
"L22","Ngamini","Ngameni|Ominee|A:mini|Agamini|Agaminni|Ahminie|Ahminnie|Amini|Aumine|Aumini|Auminie|Awmani|Gnameni|Ngamani|Ngaminni|Ngnaminni|Uminnie|Aurnini","Ngamini language L22","-26.943772104020","138.961180233100","https://collection.aiatsis.gov.au/austlang/language/l22"
"L23","Yawarrawarrka","Yawarawarga|Yawarawarka|Jauraworka|Jawarawarka|Yaurorka|Yowerawoolka|Janweraworga|Jarawurga|Jaurorka|Jawarawarga|Jawarawonga|Jawaraworga|Yalaurawarka|Yarawuarka|Yarrawaurka|Yarrawoorka|Yarrawurka|Yarroworka|Yauarawaka|Yaurawakka|Yauraworga|Yauroka|Yauroworka|Yawarraworga|Yerawaka|Yowerawarrika|Yara wuarka","Yawarrawarrka language L23","-26.534406581472","140.439133753570","https://collection.aiatsis.gov.au/austlang/language/l23"
"L25","Wangkumara","Ngura|Bundamara|Diraila|Jarumarra|Karendala|Kungatutji|Mamwura|Ngandangara|Ngurawola|Punthamara|Thiraila|Wankumara|Balpamadramadra|Jaramarala|Papagunu|Wanggamara|Wanggumara|Wankgumara|Wongkumara|Wonkamara|Wonkamarra|Wonkamura|Wonkamurra|Wonkomarra|Wonkubara|Modern Wangkumara|Wonko marra|Wonku bara","Wangkumara language L25","-27.570485377228","141.885418368600","https://collection.aiatsis.gov.au/austlang/language/l25"
"L26","Punthamara","Ngura|Wangkumara|Bundamara|Diraila|Jarumarra|Karendala|Kungatutji|Mamwura|Ngandangara|Ngurawola|Thiraila|Wankumara|Bantha murra|Banthamurra|Boontha Murra|Boonthamurra|Bunka Burra|Buntamara|Buntamurra|Buntha burra|Bunthomarra|Puntamara|Bunthaburra|Bunthamara|Bundhamara","Punthamara language L26","-27.342914265873","143.502435140140","https://collection.aiatsis.gov.au/austlang/language/l26"
"L27","Wangkangurru","Arabana/Wangkangurru|Wangganguru|Wanggangurru|Wongkangurru|Gongaru|Kanguru|Ongkongura|Ongkonguru|Partama|Unganoora|Wanganguru|Wangganguri|Wangkanguru|Wingkungira|Wonganguru|Wongganguru|Wonggongaru|Wongkaguru|Wongkanguru|Wongkaooroo|Wongkongaru|Wongonooroo|Wonkagnurra|Wonkanguru|Wonkanooroo|Wonkaoora|Wonkaooroo|Wonkgongaru|Wonkongaru|Wonkongnuru|Wonkonguru|Wychinga|Wong kongaru|Wong kaooroo|Wongo nooroo","Wangkangurru language L27","-25.886268570244","137.181758501910","https://collection.aiatsis.gov.au/austlang/language/l27"
"L28","Karangura","Ngamini|Karanguru|Andrawilla|Kararngura|Kurangooroo|Garanguru","Karanguru language L28","-25.974874926463","138.733801211490","https://collection.aiatsis.gov.au/austlang/language/l28"
"L29","Kunandaburi","Ngura|Karendala|Kurnanda buri|Kunanda buri","Kunandaburi  language L29","-26.634725617431","142.593862285960","https://collection.aiatsis.gov.au/austlang/language/l29"
"L3","Kaurna","Nantuwara|Adelaide tribe|Coorna|Gaurna|Jaitjawar:a|Karnuwarra|Kaura|Koornawarra|Kurumidlanta|Medaindi|Medaindie|Meljurna|Merelde|Merildekald|Meyu|Midlanta|Milipitingara|Nantuwaru|Nganawara|Padnaindi|Padnayndie|Wakanuwan|Warra|Warrah|Widninga|Winaini|Winnaynie|Winnay nie|Medain die","Kaurna language L3","-34.427147187684","138.408466245910","https://collection.aiatsis.gov.au/austlang/language/l3"
"L3.1","Nanduwara","","","","","https://collection.aiatsis.gov.au/austlang/language/l3.1"
"L30","Ngandangara","Other Australian Indigenous Languages|Wangkumara|Bundamara|Diraila|Jarumarra|Karendala|Kungatutji|Mamwura|Ngurawola|Punthamara|Thiraila|Wankumara|Ngandangura|Jarumarda|Unda Gnoora|Eromarra","Ngandangara language L30","-26.823467775668","143.238939893630","https://collection.aiatsis.gov.au/austlang/language/l30"
"L31","Yarluyandi","Yaluyandi|Dieri|Jeljendi|Jelujendi|Yarlijandi|Yelyuyendi|Jeljujendi|Yarleeyandee|Yelyayendi|Yarluyardi|Yelyendi","Yarluyandi language L31","-25.904464315313","139.498727618980","https://collection.aiatsis.gov.au/austlang/language/l31"
"L32","Karanya","Karanja|Pitta Pitta|Karenya|Kurrana|Mooraboola Moorloobulloo|Ngulubulu|Ooloopooloo","Karanya language L32","-24.385538497749","139.867112130130","https://collection.aiatsis.gov.au/austlang/language/l32"
"L33","Marula","Marrulha|Marrula|Dieri|Marulta","Marrulha language L33","-25.355892581192","141.623649559290","https://collection.aiatsis.gov.au/austlang/language/l33"
"L34","Mithaka","Midhaga|Dieri|Mittaka|Mittuka|Marunga|Marrala|Marranda|Murunuta|Mi daga","Mithaka language L34","-25.272959343953","139.738296414580","https://collection.aiatsis.gov.au/austlang/language/l34"
"L35","Karuwali","Garuwali|Karruwali|Dieri|Karawalla|Gara wali|Kurrawulla|Karorinje|Kuri walu|Goore","Karuwali language L35","-24.959936104420","141.030677436180","https://collection.aiatsis.gov.au/austlang/language/l35"
"L36","Pirriya","Bidia|Kunggari|Birria|Bidia|Kulumali|Kungadutji|Marulta|Biria|Piria","Pirriya language L36","-25.491615917922","142.490241183110","https://collection.aiatsis.gov.au/austlang/language/l36"
"L37","Gulumali","Birria|Kulumali|Bidia|Kungadutji|Marulta|Ngulangulandji|Ngulangulanji","","","","https://collection.aiatsis.gov.au/austlang/language/l37"
"L38","Kungkari","Kuungkari|Gungari|Koongerri|Yangeeberra|Koonkerri|Kungeri|Yangeberra|Yankibura|Guunggari|Gunggari|Kunggari|Torra burri|Mokaburra|Tarawalla","Kungkari language L38","-24.538312024200","144.275192185750","https://collection.aiatsis.gov.au/austlang/language/l38"
"L39","Wadjabangai","Wadjabangayi|Inningai|Muttaburra|Kariimari|Kun Gait|KunGait|Wadjabangay","Wadjabangai language L39","-24.105589592666","145.810810194470","https://collection.aiatsis.gov.au/austlang/language/l39"
